idMso,Label,BitmapPath,PngPath,Source
AutoSum,Sum,E:\Sripts\Leaner tracking\Practical\Images\Excel\AutoSum.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\AutoSum.png,Local Excel VBA GetImageMso:AutoSum
Bold,Bold,E:\Sripts\Leaner tracking\Practical\Images\Excel\Bold.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Bold.png,Local Excel VBA GetImageMso:Bold
BordersGallery,Borders,E:\Sripts\Leaner tracking\Practical\Images\Excel\BordersGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\BordersGallery.png,Local Excel VBA GetImageMso:BordersGallery
BreaksGallery,BreaksGallery,E:\Sripts\Leaner tracking\Practical\Images\Excel\BreaksGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\BreaksGallery.png,Local Excel VBA GetImageMso:BreaksGallery
CalculateNow,Calculate Now,E:\Sripts\Leaner tracking\Practical\Images\Excel\CalculateNow.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\CalculateNow.png,Local Excel VBA GetImageMso:CalculateNow
CalculateSheet,Calculate Sheet,E:\Sripts\Leaner tracking\Practical\Images\Excel\CalculateSheet.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\CalculateSheet.png,Local Excel VBA GetImageMso:CalculateSheet
CalculationOptions,Calculation Options,E:\Sripts\Leaner tracking\Practical\Images\Excel\CalculationOptions.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\CalculationOptions.png,Local Excel VBA GetImageMso:CalculationOptionsMenu
CellFillColorPicker,Fill Colour,E:\Sripts\Leaner tracking\Practical\Images\Excel\CellFillColorPicker.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\CellFillColorPicker.png,Local Excel VBA GetImageMso:CellFillColorPicker
CellStylesGallery,Cell Styles,E:\Sripts\Leaner tracking\Practical\Images\Excel\CellStylesGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\CellStylesGallery.png,Local Excel VBA GetImageMso:CellStylesGallery
CellsDeleteMenu,Delete Cells...,E:\Sripts\Leaner tracking\Practical\Images\Excel\CellsDeleteMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\CellsDeleteMenu.png,Local Excel VBA GetImageMso:CellsDelete
CellsFormatMenu,Format Cells...,E:\Sripts\Leaner tracking\Practical\Images\Excel\CellsFormatMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\CellsFormatMenu.png,Local Excel VBA GetImageMso:FormatCellsDialog
CellsInsertMenu,Insert Cells...,E:\Sripts\Leaner tracking\Practical\Images\Excel\CellsInsertMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\CellsInsertMenu.png,Local Excel VBA GetImageMso:CellsInsertDialog
ChartInsertColumn,ChartInsertColumn,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertColumn.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertColumn.png,Local Excel VBA GetImageMso:Chart3DColumnChart
ChartInsertHierarchy,Chart...,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertHierarchy.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertHierarchy.png,Local Excel VBA GetImageMso:ChartInsert
ChartInsertLine,Chart...,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertLine.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertLine.png,Local Excel VBA GetImageMso:ChartInsert
ChartInsertPie,ChartInsertPie,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertPie.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertPie.png,Local Excel VBA GetImageMso:Chart3DPieChart
ChartInsertScatter,ChartInsertScatter,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertScatter.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertScatter.png,Local Excel VBA GetImageMso:ChartRadarChart
ChartInsertStatistic,Chart...,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertStatistic.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertStatistic.png,Local Excel VBA GetImageMso:ChartInsert
ChartInsertWaterfall,Chart...,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertWaterfall.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ChartInsertWaterfall.png,Local Excel VBA GetImageMso:ChartInsert
ClearFilter,ClearFilter,E:\Sripts\Leaner tracking\Practical\Images\Excel\ClearFilter.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ClearFilter.png,Local Excel VBA GetImageMso:FilterClearAllFilters
ClearMenu,Clear,E:\Sripts\Leaner tracking\Practical\Images\Excel\ClearMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ClearMenu.png,Local Excel VBA GetImageMso:ClearMenu
ComAddIns,COM Add-ins...,E:\Sripts\Leaner tracking\Practical\Images\Excel\ComAddIns.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ComAddIns.png,Local Excel VBA GetImageMso:ComAddInsDialog
CommaStyle,Comma Style,E:\Sripts\Leaner tracking\Practical\Images\Excel\CommaStyle.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\CommaStyle.png,Local Excel VBA GetImageMso:CommaStyle
ConditionalFormattingMenu,Conditional Formatting,E:\Sripts\Leaner tracking\Practical\Images\Excel\ConditionalFormattingMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ConditionalFormattingMenu.png,Local Excel VBA GetImageMso:ConditionalFormattingMenu
ConnectionProperties,Connection Properties...,E:\Sripts\Leaner tracking\Practical\Images\Excel\ConnectionProperties.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ConnectionProperties.png,Local Excel VBA GetImageMso:ConnectionProperties
Consolidate,Consolidate...,E:\Sripts\Leaner tracking\Practical\Images\Excel\Consolidate.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Consolidate.png,Local Excel VBA GetImageMso:Consolidate
ControlInsert,Button,E:\Sripts\Leaner tracking\Practical\Images\Excel\ControlInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ControlInsert.png,Local Excel VBA GetImageMso:FormControlButton
ControlProperties,Properties,E:\Sripts\Leaner tracking\Practical\Images\Excel\ControlProperties.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ControlProperties.png,Local Excel VBA GetImageMso:ControlProperties
Copy,Copy,E:\Sripts\Leaner tracking\Practical\Images\Excel\Copy.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Copy.png,Local Excel VBA GetImageMso:Copy
CreateNamesFromSelection,Create from Selection...,E:\Sripts\Leaner tracking\Practical\Images\Excel\CreateNamesFromSelection.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\CreateNamesFromSelection.png,Local Excel VBA GetImageMso:NameCreateFromSelection
CustomViews,Custom Views,E:\Sripts\Leaner tracking\Practical\Images\Excel\CustomViews.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\CustomViews.png,Local Excel VBA GetImageMso:CustomViews
Cut,Cut,E:\Sripts\Leaner tracking\Practical\Images\Excel\Cut.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Cut.png,Local Excel VBA GetImageMso:Cut
DataValidation,Data Validation...,E:\Sripts\Leaner tracking\Practical\Images\Excel\DataValidation.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\DataValidation.png,Local Excel VBA GetImageMso:DataValidation
DateTimeFunctions,Date & Time,E:\Sripts\Leaner tracking\Practical\Images\Excel\DateTimeFunctions.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\DateTimeFunctions.png,Local Excel VBA GetImageMso:FunctionsDateTimeInsertGallery
DecimalsDecrease,Decrease Decimal,E:\Sripts\Leaner tracking\Practical\Images\Excel\DecimalsDecrease.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\DecimalsDecrease.png,Local Excel VBA GetImageMso:DecimalsDecrease
DecimalsIncrease,Increase Decimal,E:\Sripts\Leaner tracking\Practical\Images\Excel\DecimalsIncrease.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\DecimalsIncrease.png,Local Excel VBA GetImageMso:DecimalsIncrease
DefineName,Define Name...,E:\Sripts\Leaner tracking\Practical\Images\Excel\DefineName.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\DefineName.png,Local Excel VBA GetImageMso:NameDefine
DeleteComment,Delete,E:\Sripts\Leaner tracking\Practical\Images\Excel\DeleteComment.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\DeleteComment.png,Local Excel VBA GetImageMso:ReviewDeleteComment
DesignMode,Design Mode,E:\Sripts\Leaner tracking\Practical\Images\Excel\DesignMode.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\DesignMode.png,Local Excel VBA GetImageMso:DesignMode
EditLinks,Edit Links,E:\Sripts\Leaner tracking\Practical\Images\Excel\EditLinks.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\EditLinks.png,Local Excel VBA GetImageMso:EditLinks
EquationInsertNew,Insert New Equation,E:\Sripts\Leaner tracking\Practical\Images\Excel\EquationInsertNew.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\EquationInsertNew.png,Local Excel VBA GetImageMso:EquationInsertNew
ErrorChecking,Error Checking...,E:\Sripts\Leaner tracking\Practical\Images\Excel\ErrorChecking.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ErrorChecking.png,Local Excel VBA GetImageMso:ErrorChecking
EvaluateFormula,Evaluate Formula,E:\Sripts\Leaner tracking\Practical\Images\Excel\EvaluateFormula.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\EvaluateFormula.png,Local Excel VBA GetImageMso:FormulaEvaluate
ExcelAddIns,Add-ins...,E:\Sripts\Leaner tracking\Practical\Images\Excel\ExcelAddIns.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ExcelAddIns.png,Local Excel VBA GetImageMso:AddInManager
ExistingConnections,Existing Connections,E:\Sripts\Leaner tracking\Practical\Images\Excel\ExistingConnections.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ExistingConnections.png,Local Excel VBA GetImageMso:GetExternalDataExistingConnections
FillMenu,Fill,E:\Sripts\Leaner tracking\Practical\Images\Excel\FillMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\FillMenu.png,Local Excel VBA GetImageMso:FillMenu
Filter,Filter,E:\Sripts\Leaner tracking\Practical\Images\Excel\Filter.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Filter.png,Local Excel VBA GetImageMso:Filter
FinancialFunctions,Financial,E:\Sripts\Leaner tracking\Practical\Images\Excel\FinancialFunctions.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\FinancialFunctions.png,Local Excel VBA GetImageMso:FunctionsFinancialInsertGallery
FindSelectMenu,FindSelectMenu,E:\Sripts\Leaner tracking\Practical\Images\Excel\FindSelectMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\FindSelectMenu.png,Local Excel VBA GetImageMso:FindDialog
FlashFill,Fill,E:\Sripts\Leaner tracking\Practical\Images\Excel\FlashFill.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\FlashFill.png,Local Excel VBA GetImageMso:FillMenu
FontColorPicker,Font Colour,E:\Sripts\Leaner tracking\Practical\Images\Excel\FontColorPicker.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\FontColorPicker.png,Local Excel VBA GetImageMso:FontColorPicker
FontSizeDecrease,Decrease Font Size,E:\Sripts\Leaner tracking\Practical\Images\Excel\FontSizeDecrease.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\FontSizeDecrease.png,Local Excel VBA GetImageMso:FontSizeDecrease
FontSizeIncrease,Increase Font Size,E:\Sripts\Leaner tracking\Practical\Images\Excel\FontSizeIncrease.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\FontSizeIncrease.png,Local Excel VBA GetImageMso:FontSizeIncrease
ForecastSheet,Property Sheet,E:\Sripts\Leaner tracking\Practical\Images\Excel\ForecastSheet.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ForecastSheet.png,Local Excel VBA GetImageMso:PropertySheet
FormatAsTableGallery,Format as Table,E:\Sripts\Leaner tracking\Practical\Images\Excel\FormatAsTableGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\FormatAsTableGallery.png,Local Excel VBA GetImageMso:FormatAsTableGallery
FormatPainter,Format Painter,E:\Sripts\Leaner tracking\Practical\Images\Excel\FormatPainter.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\FormatPainter.png,Local Excel VBA GetImageMso:FormatPainter
FreezePanes,Freeze Panes,E:\Sripts\Leaner tracking\Practical\Images\Excel\FreezePanes.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\FreezePanes.png,Local Excel VBA GetImageMso:FreezePanes
GetData,From Other Sources,E:\Sripts\Leaner tracking\Practical\Images\Excel\GetData.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\GetData.png,Local Excel VBA GetImageMso:GetExternalDataFromOtherSources
GetDataFromTable,GetDataFromTable,E:\Sripts\Leaner tracking\Practical\Images\Excel\GetDataFromTable.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\GetDataFromTable.png,Local Excel VBA GetImageMso:TableInsert
GetDataFromText,GetDataFromText,E:\Sripts\Leaner tracking\Practical\Images\Excel\GetDataFromText.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\GetDataFromText.png,Local Excel VBA GetImageMso:TextFromFileInsert
GetDataFromWeb,From Web,E:\Sripts\Leaner tracking\Practical\Images\Excel\GetDataFromWeb.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\GetDataFromWeb.png,Local Excel VBA GetImageMso:GetExternalDataFromWeb
GridlinesPrintExcel,GridlinesPrintExcel,E:\Sripts\Leaner tracking\Practical\Images\Excel\GridlinesPrintExcel.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\GridlinesPrintExcel.png,Local Excel VBA GetImageMso:GridlinesGallery
GridlinesViewExcel,View,E:\Sripts\Leaner tracking\Practical\Images\Excel\GridlinesViewExcel.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\GridlinesViewExcel.png,Local Excel VBA GetImageMso:ViewSheetGridlines
GroupRowsColumns,GroupRowsColumns,E:\Sripts\Leaner tracking\Practical\Images\Excel\GroupRowsColumns.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\GroupRowsColumns.png,Local Excel VBA GetImageMso:Grouping
HeaderFooterInsert,Header & Footer...,E:\Sripts\Leaner tracking\Practical\Images\Excel\HeaderFooterInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\HeaderFooterInsert.png,Local Excel VBA GetImageMso:HeaderFooterInsert
HeadingsPrintExcel,Normal,E:\Sripts\Leaner tracking\Practical\Images\Excel\HeadingsPrintExcel.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\HeadingsPrintExcel.png,Local Excel VBA GetImageMso:ViewNormalViewExcel
HeadingsViewExcel,Normal,E:\Sripts\Leaner tracking\Practical\Images\Excel\HeadingsViewExcel.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\HeadingsViewExcel.png,Local Excel VBA GetImageMso:ViewNormalViewExcel
HyperlinkInsert,Link,E:\Sripts\Leaner tracking\Practical\Images\Excel\HyperlinkInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\HyperlinkInsert.png,Local Excel VBA GetImageMso:HyperlinkInsert
IndentDecreaseExcel,Decrease Indent,E:\Sripts\Leaner tracking\Practical\Images\Excel\IndentDecreaseExcel.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\IndentDecreaseExcel.png,Local Excel VBA GetImageMso:IndentDecreaseExcel
IndentIncreaseExcel,Increase Indent,E:\Sripts\Leaner tracking\Practical\Images\Excel\IndentIncreaseExcel.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\IndentIncreaseExcel.png,Local Excel VBA GetImageMso:IndentIncreaseExcel
InkEraser,Stroke Eraser,E:\Sripts\Leaner tracking\Practical\Images\Excel\InkEraser.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\InkEraser.png,Local Excel VBA GetImageMso:InkEraser
InkLassoSelect,Select Objects,E:\Sripts\Leaner tracking\Practical\Images\Excel\InkLassoSelect.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\InkLassoSelect.png,Local Excel VBA GetImageMso:ObjectsSelect
InkPensGallery,Colour,E:\Sripts\Leaner tracking\Practical\Images\Excel\InkPensGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\InkPensGallery.png,Local Excel VBA GetImageMso:InkColorPicker
InkSelect,InkSelect,E:\Sripts\Leaner tracking\Practical\Images\Excel\InkSelect.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\InkSelect.png,Local Excel VBA GetImageMso:InkSelect
InkToMath,Insert New Equation,E:\Sripts\Leaner tracking\Practical\Images\Excel\InkToMath.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\InkToMath.png,Local Excel VBA GetImageMso:EquationInsertNew
InkToShape,Shapes,E:\Sripts\Leaner tracking\Practical\Images\Excel\InkToShape.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\InkToShape.png,Local Excel VBA GetImageMso:ShapesInsertGallery
InsertFunction,Insert Function...,E:\Sripts\Leaner tracking\Practical\Images\Excel\InsertFunction.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\InsertFunction.png,Local Excel VBA GetImageMso:FunctionWizard
Italic,Italic,E:\Sripts\Leaner tracking\Practical\Images\Excel\Italic.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Italic.png,Local Excel VBA GetImageMso:Italic
LogicalFunctions,Logical,E:\Sripts\Leaner tracking\Practical\Images\Excel\LogicalFunctions.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\LogicalFunctions.png,Local Excel VBA GetImageMso:FunctionsLogicalInsertGallery
LookupReferenceFunctions,Lookup & Reference,E:\Sripts\Leaner tracking\Practical\Images\Excel\LookupReferenceFunctions.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\LookupReferenceFunctions.png,Local Excel VBA GetImageMso:FunctionsLookupReferenceInsertGallery
MacroSecurity,Macro Security,E:\Sripts\Leaner tracking\Practical\Images\Excel\MacroSecurity.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\MacroSecurity.png,Local Excel VBA GetImageMso:MacroSecurity
Macros,Macros,E:\Sripts\Leaner tracking\Practical\Images\Excel\Macros.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Macros.png,Local Excel VBA GetImageMso:MacroPlay
MathTrigFunctions,Maths & Trig,E:\Sripts\Leaner tracking\Practical\Images\Excel\MathTrigFunctions.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\MathTrigFunctions.png,Local Excel VBA GetImageMso:FunctionsMathTrigInsertGallery
MergeAndCenter,Merge Across,E:\Sripts\Leaner tracking\Practical\Images\Excel\MergeAndCenter.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\MergeAndCenter.png,Local Excel VBA GetImageMso:MergeCellsAcross
MoreFunctions,More Functions,E:\Sripts\Leaner tracking\Practical\Images\Excel\MoreFunctions.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\MoreFunctions.png,Local Excel VBA GetImageMso:FormulaMoreFunctionsMenu
NameManager,Name Manager,E:\Sripts\Leaner tracking\Practical\Images\Excel\NameManager.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\NameManager.png,Local Excel VBA GetImageMso:NameManager
NewComment,NewComment,E:\Sripts\Leaner tracking\Practical\Images\Excel\NewComment.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\NewComment.png,Local Excel VBA GetImageMso:NewComment
NewNote,NewNote,E:\Sripts\Leaner tracking\Practical\Images\Excel\NewNote.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\NewNote.png,Local Excel VBA GetImageMso:NewNote
NextComment,Next,E:\Sripts\Leaner tracking\Practical\Images\Excel\NextComment.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\NextComment.png,Local Excel VBA GetImageMso:ReviewNextComment
NextNote,Next,E:\Sripts\Leaner tracking\Practical\Images\Excel\NextNote.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\NextNote.png,Local Excel VBA GetImageMso:ReviewNextComment
ObjectBringForward,Bring Forward,E:\Sripts\Leaner tracking\Practical\Images\Excel\ObjectBringForward.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ObjectBringForward.png,Local Excel VBA GetImageMso:ObjectBringForward
ObjectInsert,Object...,E:\Sripts\Leaner tracking\Practical\Images\Excel\ObjectInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ObjectInsert.png,Local Excel VBA GetImageMso:OleObjectctInsert
ObjectRotateGallery,Rotate,E:\Sripts\Leaner tracking\Practical\Images\Excel\ObjectRotateGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ObjectRotateGallery.png,Local Excel VBA GetImageMso:ObjectRotateGallery
ObjectSendBackward,Send Backward,E:\Sripts\Leaner tracking\Practical\Images\Excel\ObjectSendBackward.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ObjectSendBackward.png,Local Excel VBA GetImageMso:ObjectSendBackward
ObjectsAlignMenu,Align Left,E:\Sripts\Leaner tracking\Practical\Images\Excel\ObjectsAlignMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ObjectsAlignMenu.png,Local Excel VBA GetImageMso:ObjectsAlignLeft
ObjectsGroupMenu,Group,E:\Sripts\Leaner tracking\Practical\Images\Excel\ObjectsGroupMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ObjectsGroupMenu.png,Local Excel VBA GetImageMso:ObjectsGroupMenu
OfficeAddIns,Add-ins...,E:\Sripts\Leaner tracking\Practical\Images\Excel\OfficeAddIns.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\OfficeAddIns.png,Local Excel VBA GetImageMso:AddInManager
OfficeAddInsDialog,Add-ins...,E:\Sripts\Leaner tracking\Practical\Images\Excel\OfficeAddInsDialog.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\OfficeAddInsDialog.png,Local Excel VBA GetImageMso:AddInManager
OrientationMenu,Orientation,E:\Sripts\Leaner tracking\Practical\Images\Excel\OrientationMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\OrientationMenu.png,Local Excel VBA GetImageMso:OrientationMenu
PageMarginsGallery,Margins,E:\Sripts\Leaner tracking\Practical\Images\Excel\PageMarginsGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\PageMarginsGallery.png,Local Excel VBA GetImageMso:PageMarginsGallery
PageOrientationGallery,Orientation,E:\Sripts\Leaner tracking\Practical\Images\Excel\PageOrientationGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\PageOrientationGallery.png,Local Excel VBA GetImageMso:PageOrientationGallery
PageSizeGallery,Size,E:\Sripts\Leaner tracking\Practical\Images\Excel\PageSizeGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\PageSizeGallery.png,Local Excel VBA GetImageMso:PageSizeGallery
Paste,Paste,E:\Sripts\Leaner tracking\Practical\Images\Excel\Paste.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Paste.png,Local Excel VBA GetImageMso:Paste
PercentStyle,Percent Style,E:\Sripts\Leaner tracking\Practical\Images\Excel\PercentStyle.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\PercentStyle.png,Local Excel VBA GetImageMso:PercentStyle
PictureInsertFromFile,Pictures...,E:\Sripts\Leaner tracking\Practical\Images\Excel\PictureInsertFromFile.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\PictureInsertFromFile.png,Local Excel VBA GetImageMso:PictureInsertFromFile
PivotChartInsert,PivotChart,E:\Sripts\Leaner tracking\Practical\Images\Excel\PivotChartInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\PivotChartInsert.png,Local Excel VBA GetImageMso:PivotChartInsert
PivotTableInsert,PivotTable,E:\Sripts\Leaner tracking\Practical\Images\Excel\PivotTableInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\PivotTableInsert.png,Local Excel VBA GetImageMso:PivotTableInsert
PreviousComment,Previous,E:\Sripts\Leaner tracking\Practical\Images\Excel\PreviousComment.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\PreviousComment.png,Local Excel VBA GetImageMso:ReviewPreviousComment
PreviousNote,Previous,E:\Sripts\Leaner tracking\Practical\Images\Excel\PreviousNote.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\PreviousNote.png,Local Excel VBA GetImageMso:ReviewPreviousComment
PrintAreaMenu,Print Area,E:\Sripts\Leaner tracking\Practical\Images\Excel\PrintAreaMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\PrintAreaMenu.png,Local Excel VBA GetImageMso:PrintAreaMenu
